BODY_DVH Dose (Gy),BODY_DVH Value (% of 7978.300 cc),BRAIN_DVH Dose (Gy),BRAIN_DVH Value (% of 1114.880 cc),BRSTEM_DVH Dose (Gy),BRSTEM_DVH Value (% of 31.500 cc),CTV_DVH Dose (Gy),CTV_DVH Value (% of 69.981 cc),GTV_DVH Dose (Gy),GTV_DVH Value (% of 8.438 cc),LensLeft_DVH Dose (Gy),LensLeft_DVH Value (% of 0.145 cc),LensRight_DVH Dose (Gy),LensRight_DVH Value (% of 0.141 cc),OpticChiasm_DVH Dose (Gy),OpticChiasm_DVH Value (% of 1.133 cc),OpticNerveLt_DVH Dose (Gy),OpticNerveLt_DVH Value (% of 1.727 cc),OpticNerveRt_DVH Dose (Gy),OpticNerveRt_DVH Value (% of 2.262 cc),OrbitLeft_DVH Dose (Gy),OrbitLeft_DVH Value (% of 8.504 cc),OrbitRight_DVH Dose (Gy),OrbitRight_DVH Value (% of 8.766 cc),PTV1_DVH Dose (Gy),PTV1_DVH Value (% of 126.957 cc),optBRAIN_DVH Dose (Gy),optBRAIN_DVH Value (% of 782.102 cc),optOptic_DVH Dose (Gy),optOptic_DVH Value (% of 22.305 cc)
0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100
0.1,45.61970848,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100,0.1,100
0.3,39.31673957,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100,0.3,100
0.5,35.65041343,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,100
0.7,32.19521071,0.7,99.5429098,0.7,100,0.7,100,0.7,100,0.7,100,0.7,75,0.7,100,0.7,100,0.7,100,0.7,100,0.7,90.520079,0.7,100,0.7,99.34828417,0.7,96.27087919
0.9,29.2831117,0.9,96.28323028,0.9,93.84643644,0.9,100,0.9,100,0.9,100,0.9,2.272727273,0.9,100,0.9,100,0.9,100,0.9,100,0.9,62.21198157,0.9,100,0.9,94.70065725,0.9,85.13531011
1.1,26.90584196,1.1,92.13240604,1.1,89.09808964,1.1,100,1.1,100,1.1,100,1.1,0,1.1,100,1.1,100,1.1,95.65217391,1.1,100,1.1,36.53719552,1.1,100,1.1,88.78244279,1.1,74.6342095
1.3,25.05716881,1.3,88.23057431,1.3,84.86407054,1.3,100,1.3,100,1.3,100,1.3,0,1.3,100,1.3,100,1.3,78.00511509,1.3,100,1.3,21.62606978,1.3,100,1.3,83.21924001,1.3,67.12417454
1.5,23.62006812,1.5,84.95018856,1.5,81.94342395,1.5,100,1.5,100,1.5,100,1.5,0,1.5,100,1.5,100,1.5,57.54475703,1.5,100,1.5,14.74654378,1.5,100,1.5,78.54209029,1.5,62.41098019
1.7,22.50821354,1.7,82.21437686,1.7,79.25238795,1.7,100,1.7,100,1.7,100,1.7,0,1.7,100,1.7,100,1.7,41.94373402,1.7,100,1.7,11.05990783,1.7,100,1.7,74.64139023,1.7,59.4069662
1.9,21.66819738,1.9,79.98509151,1.9,76.01947098,1.9,100,1.9,100,1.9,100,1.9,0,1.9,100,1.9,100,1.9,30.81841432,1.9,100,1.9,9.0520079,1.9,100,1.9,71.46289168,1.9,57.49061246
2.1,21.04940589,2.1,78.24964994,2.1,73.10800882,2.1,100,2.1,100,2.1,100,2.1,0,2.1,100,2.1,100,2.1,22.89002558,2.1,100,2.1,8.36076366,2.1,100,2.1,68.99478554,2.1,56.41590056
2.3,20.55924423,2.3,76.8874383,2.3,70.91293167,2.3,100,2.3,100,2.3,100,2.3,0,2.3,100,2.3,100,2.3,16.8797954,2.3,100,2.3,6.978275181,2.3,100,2.3,67.08096997,2.3,55.26349864
2.5,20.1804113,2.5,75.81278455,2.5,68.91991183,2.5,100,2.5,100,2.5,100,2.5,0,2.5,100,2.5,100,2.5,11.89258312,2.5,100,2.5,6.287030941,2.5,100,2.5,65.60298476,2.5,54.48659847
2.7,19.87293193,2.7,74.89058047,2.7,67.70756796,2.7,100,2.7,100,2.7,100,2.7,0,2.7,100,2.7,100,2.7,8.567774936,2.7,100,2.7,5.99078341,2.7,100,2.7,64.39070475,2.7,54.03340671
2.9,19.61302159,2.9,74.16275621,2.9,66.51359295,2.9,100,2.9,100,2.9,100,2.9,0,2.9,100,2.9,100,2.9,6.265984655,2.9,100,2.9,4.904542462,2.9,100,2.9,63.48878318,2.9,53.37304156
3.1,19.37220335,3.1,73.47763856,3.1,65.2277737,3.1,100,3.1,100,3.1,100,3.1,0,3.1,100,3.1,100,3.1,3.964194373,3.1,100,3.1,4.410796577,3.1,100,3.1,62.69535791,3.1,52.94574647
3.3,19.14478181,3.3,72.82254495,3.3,64.25422483,3.3,100,3.3,100,3.3,100,3.3,0,3.3,100,3.3,100,3.3,2.557544757,3.3,100,3.3,4.410796577,3.3,100,3.3,61.99935788,3.3,52.80331477
3.5,18.94863117,3.5,72.31446564,3.5,63.58376194,3.5,100,3.5,100,3.5,100,3.5,0,3.5,100,3.5,100,3.5,1.79028133,3.5,100,3.5,3.785385122,3.5,100,3.5,61.35317758,3.5,52.47960637
3.7,18.77264723,3.7,71.9088822,3.7,62.94085231,3.7,100,3.7,100,3.7,100,3.7,0,3.7,100,3.7,100,3.7,1.023017903,3.7,100,3.7,3.258722844,3.7,100,3.7,60.86974171,3.7,52.19474298
3.9,18.60207212,3.9,71.46550988,3.9,62.39897134,3.9,100,3.9,100,3.9,100,3.9,0,3.9,100,3.9,100,3.9,0.255754476,3.9,100,3.9,2.797893351,3.9,100,3.9,60.3468191,3.9,51.93577625
4.1,18.44983688,4.1,71.04180848,4.1,61.95811903,4.1,100,4.1,100,4.1,100,4.1,0,4.1,100,4.1,100,4.1,0,4.1,100,4.1,2.797893351,4.1,100,4.1,59.88072788,4.1,51.90987958
4.3,18.30193586,4.3,70.62794255,4.3,61.62747979,4.3,100,4.3,100,4.3,100,4.3,0,4.3,100,4.3,100,4.3,0,4.3,100,4.3,2.468729427,4.3,100,4.3,59.48290814,4.3,51.78039622
4.5,18.17620746,4.5,70.29043087,4.5,61.44379133,4.5,100,4.5,100,4.5,100,4.5,0,4.5,100,4.5,100,4.5,0,4.5,100,4.5,2.007899934,4.5,100,4.5,59.14930049,4.5,51.59911951
4.7,18.05560133,4.7,70.00856721,4.7,61.28765614,4.7,100,4.7,100,4.7,100,4.7,0,4.7,100,4.7,100,4.7,0,4.7,100,4.7,1.843317972,4.7,100,4.7,58.81274056,4.7,51.53437783
4.9,17.93954434,4.9,69.73938611,4.9,61.14070536,4.9,100,4.9,100,4.9,100,4.9,0,4.9,100,4.9,100,4.9,0,4.9,100,4.9,1.579986833,4.9,100,4.9,58.50090598,4.9,51.43079114
5.1,17.81707556,5.1,69.46865205,5.1,60.9570169,5.1,100,5.1,100,5.1,93.33333333,5.1,0,5.1,100,5.1,100,5.1,0,5.1,99.82993197,5.1,1.579986833,5.1,100,5.1,58.18944043,5.1,51.36604946
5.3,17.68468463,5.3,69.19662385,5.3,60.73659074,5.3,100,5.3,100,5.3,80,5.3,0,5.3,100,5.3,100,5.3,0,5.3,98.57142857,5.3,1.25082291,5.3,100,5.3,57.889784,5.3,50.75747766
5.5,17.53750002,5.5,68.91708963,5.5,60.57127112,5.5,100,5.5,100,5.5,42.22222222,5.5,0,5.5,100,5.5,100,5.5,0,5.5,94.48979592,5.5,0.987491771,5.5,100,5.5,57.58200881,5.5,49.10009064
5.7,17.37244119,5.7,68.64117901,5.7,60.34166054,5.7,100,5.7,100,5.7,11.11111111,5.7,0,5.7,100,5.7,100,5.7,0,5.7,88.57142857,5.7,0.822909809,5.7,100,5.7,57.24471081,5.7,46.78233847
5.9,17.17947855,5.9,68.36733902,5.9,60.12123439,5.9,100,5.9,100,5.9,0,5.9,0,5.9,100,5.9,100,5.9,0,5.9,80.78231293,5.9,0.625411455,5.9,100,5.9,56.91626965,5.9,43.73947948
6.1,16.96137022,6.1,68.07382809,6.1,59.808964,6.1,100,6.1,100,6.1,0,6.1,0,6.1,100,6.1,100,6.1,0,6.1,71.29251701,6.1,0.625411455,6.1,100,6.1,56.55535341,6.1,40.12689369
6.3,16.73373375,6.3,67.77203467,6.3,59.54261572,6.3,100,6.3,100,6.3,0,6.3,0,6.3,100,6.3,100,6.3,0,6.3,60.34013605,6.3,0.329163924,6.3,100,6.3,56.18594936,6.3,35.8280461
6.5,16.50767337,6.5,67.49793585,6.5,59.23034533,6.5,100,6.5,100,6.5,0,6.5,0,6.5,100,6.5,99.01315789,6.5,0,6.5,48.36734694,6.5,0.329163924,6.5,100,6.5,55.86156759,6.5,31.21843843
6.7,16.2732311,6.7,67.21503687,6.7,58.83541514,6.7,100,6.7,100,6.7,0,6.7,0,6.7,100,6.7,95.55921053,6.7,0,6.7,37.4829932,6.7,0.230414747,6.7,100,6.7,55.53128125,6.7,26.88074582
6.9,16.03162481,6.9,66.93472617,6.9,58.59662013,6.9,100,6.9,100,6.9,0,6.9,0,6.9,100,6.9,89.30921053,6.9,0,6.9,29.11564626,6.9,0.098749177,6.9,100,6.9,55.23383903,6.9,23.24226337
7.1,15.78220975,7.1,66.57210818,7.1,58.20168993,7.1,100,7.1,100,7.1,0,7.1,0,7.1,100,7.1,81.08552632,7.1,0,7.1,22.68707483,7.1,0,7.1,100,7.1,54.79948483,7.1,20.1735077
7.3,15.52817391,7.3,66.17273661,7.3,57.7516532,7.3,100,7.3,100,7.3,0,7.3,0,7.3,100,7.3,72.20394737,7.3,0,7.3,17.14285714,7.3,0,7.3,100,7.3,54.28099064,7.3,17.36371876
7.5,15.26718897,7.5,65.7627531,7.5,57.32916973,7.5,100,7.5,100,7.5,0,7.5,0,7.5,99.49748744,7.5,64.14473684,7.5,0,7.5,11.59863946,7.5,0,7.5,100,7.5,53.7082483,7.5,14.59277483
7.7,15.01823957,7.7,65.30902766,7.7,56.90668626,7.7,100,7.7,100,7.7,0,7.7,0,7.7,99.49748744,7.7,55.75657895,7.7,0,7.7,7.414965986,7.7,0,7.7,100,7.7,53.07535326,7.7,12.33976434
7.9,14.77118864,7.9,64.84805504,7.9,56.62196914,7.9,100,7.9,100,7.9,0,7.9,0,7.9,99.49748744,7.9,48.19078947,7.9,0,7.9,3.911564626,7.9,0,7.9,100,7.9,52.43618462,7.9,10.41046226
8.1,14.52077062,8.1,64.34204635,8.1,56.36480529,8.1,100,8.1,100,8.1,0,8.1,0,8.1,98.99497487,8.1,40.29605263,8.1,0,8.1,1.360544218,8.1,0,8.1,100,8.1,51.73538714,8.1,8.791920238
8.3,14.2690989,8.3,63.8096372,8.3,56.09845702,8.3,100,8.3,100,8.3,0,8.3,0,8.3,98.99497487,8.3,33.05921053,8.3,0,8.3,0.102040816,8.3,0,8.3,100,8.3,51.00100747,8.3,7.743105011
8.5,14.02090172,8.5,63.23245082,8.5,55.85047759,8.5,100,8.5,100,8.5,0,8.5,0,8.5,98.74371859,8.5,26.64473684,8.5,0,8.5,0,8.5,0,8.5,100,8.5,50.20462991,8.5,7.186326557
8.7,13.76822704,8.7,62.59418103,8.7,55.60249816,8.7,100,8.7,100,8.7,0,8.7,0,8.7,97.73869347,8.7,20.88815789,8.7,0,8.7,0,8.7,0,8.7,100,8.7,49.32595755,8.7,6.681341448
8.9,13.51995822,8.9,61.91216931,8.9,55.36370316,8.9,100,8.9,100,8.9,0,8.9,0,8.9,97.73869347,8.9,15.78947368,8.9,0,8.9,0,8.9,0,8.9,100,8.9,48.38048986,8.9,6.279943027
9.1,13.27269236,9.1,61.17140365,9.1,55.17083027,9.1,100,9.1,100,9.1,0,9.1,0,9.1,97.48743719,9.1,12.00657895,9.1,0,9.1,0,9.1,0,9.1,100,9.1,47.35309639,9.1,5.96918296
9.3,13.02807719,9.3,60.37395466,9.3,54.88611315,9.3,100,9.3,100,9.3,0,9.3,0,9.3,96.23115578,9.3,8.223684211,9.3,0,9.3,0,9.3,0,9.3,100,9.3,46.24488425,9.3,5.606629548
9.5,12.78736641,9.5,59.53431671,9.5,54.67487142,9.5,100,9.5,100,9.5,0,9.5,0,9.5,95.9798995,9.5,5.592105263,9.5,0,9.5,0,9.5,0,9.5,100,9.5,45.07393616,9.5,5.386507834
9.7,12.54966451,9.7,58.67112541,9.7,54.42689199,9.7,100,9.7,100,9.7,0,9.7,0,9.7,95.47738693,9.7,3.289473684,9.7,0,9.7,0,9.7,0,9.7,100,9.7,43.87346528,9.7,5.179334456
9.9,12.31833858,9.9,57.80896942,9.9,54.17891256,9.9,100,9.9,100,9.9,0,9.9,0,9.9,94.72361809,9.9,1.644736842,9.9,0,9.9,0,9.9,0,9.9,100,9.9,42.67299439,9.9,5.011006086
10.1,12.09159762,10.1,56.94655461,10.1,53.94930198,10.1,100,10.1,100,10.1,0,10.1,0,10.1,93.96984925,10.1,0.822368421,10.1,0,10.1,0,10.1,0,10.1,100,10.1,41.47621385,10.1,4.907419397
10.3,11.86901178,10.3,56.08025738,10.3,53.67376929,10.3,100,10.3,100,10.3,0,10.3,0,10.3,93.96984925,10.3,0.493421053,10.3,0,10.3,0,10.3,0,10.3,100,10.3,40.27611199,10.3,4.881522724
10.5,11.65373324,10.5,55.22638389,10.5,53.3247612,10.5,100,10.5,100,10.5,0,10.5,0,10.5,93.2160804,10.5,0,10.5,0,10.5,0,10.5,0,10.5,100,10.5,39.09040251,10.5,4.803832707
10.7,11.44447246,10.7,54.38415766,10.7,53.07678178,10.7,100,10.7,100,10.7,0,10.7,0,10.7,92.21105528,10.7,0,10.7,0,10.7,0,10.7,0,10.7,100,10.7,37.92794222,10.7,4.752039363
10.9,11.24251898,10.9,53.57816734,10.9,52.80124908,10.9,100,10.9,100,10.9,0,10.9,0,10.9,91.70854271,10.9,0,10.9,0,10.9,0,10.9,0,10.9,100,10.9,36.80902807,10.9,4.726142691
11.1,11.05070257,11.1,52.80297756,11.1,52.53490081,11.1,100,11.1,100,11.1,0,11.1,0,11.1,91.45728643,11.1,0,11.1,0,11.1,0,11.1,0,11.1,100,11.1,35.7373504,11.1,4.713194355
11.3,10.86816356,11.3,52.0604001,11.3,52.19507715,11.3,100,11.3,100,11.3,0,11.3,0,11.3,90.45226131,11.3,0,11.3,0,11.3,0,11.3,0,11.3,100,11.3,34.7095879,11.3,4.66140101
11.5,10.69275274,11.5,51.35509386,11.5,51.87362234,11.5,100,11.5,100,11.5,0,11.5,0,11.5,88.44221106,11.5,0,11.5,0,11.5,0,11.5,0,11.5,100,11.5,33.73718065,11.5,4.557814321
11.7,10.53120428,11.7,50.69870612,11.7,51.47869214,11.7,100,11.7,100,11.7,0,11.7,0,11.7,85.92964824,11.7,0,11.7,0,11.7,0,11.7,0,11.7,100,11.7,32.84005654,11.7,4.428330959
11.9,10.38384057,11.9,50.12721395,11.9,51.23989713,11.9,100,11.9,100,11.9,0,11.9,0,11.9,82.16080402,11.9,0,11.9,0,11.9,0,11.9,0,11.9,100,11.9,32.05807135,11.9,4.234105917
12.1,10.24023796,12.1,49.55572178,12.1,50.88170463,12.1,100,12.1,100,12.1,0,12.1,0,12.1,75.37688442,12.1,0,12.1,0,12.1,0,12.1,0,12.1,100,12.1,31.28235976,12.1,3.884500842
12.3,10.10741719,12.3,49.04324239,12.3,50.52351212,12.3,100,12.3,100,12.3,0,12.3,0,12.3,69.84924623,12.3,0,12.3,0,12.3,0,12.3,0,12.3,100,12.3,30.58968104,12.3,3.599637447
12.5,9.982226088,12.5,48.56441064,12.5,50.1193975,12.5,100,12.5,100,12.5,0,12.5,0,12.5,65.07537688,12.5,0,12.5,0,12.5,0,12.5,0,12.5,100,12.5,29.94423881,12.5,3.35361906
12.7,9.863876618,12.7,48.12052066,12.7,49.75202057,12.7,100,12.7,100,12.7,0,12.7,0,12.7,59.04522613,12.7,0,12.7,0,12.7,0,12.7,0,12.7,100,12.7,29.34824727,12.7,3.042858993
12.9,9.751365819,12.9,47.6916427,12.9,49.39382807,12.9,100,12.9,100,12.9,0,12.9,0,12.9,51.75879397,12.9,0,12.9,0,12.9,0,12.9,0,12.9,100,12.9,28.77735011,12.9,2.667357245
13.1,9.646807072,13.1,47.29175348,13.1,49.06318883,13.1,100,13.1,100,13.1,0,13.1,0,13.1,47.73869347,13.1,0,13.1,0,13.1,0,13.1,0,13.1,100,13.1,28.24483259,13.1,2.460183866
13.3,9.544433348,13.3,46.90480566,13.3,48.61315209,13.3,100,13.3,100,13.3,0,13.3,0,13.3,42.46231156,13.3,0,13.3,0,13.3,0,13.3,0,13.3,100,13.3,27.7348262,13.3,2.188268807
13.5,9.450190778,13.5,46.54917602,13.5,48.2182219,13.5,100,13.5,100,13.5,0,13.5,0,13.5,37.18592965,13.5,0,13.5,0,13.5,0,13.5,0,13.5,100,13.5,27.26615174,13.5,1.916353749
13.7,9.361177935,13.7,46.22693519,13.7,47.88758266,13.7,100,13.7,100,13.7,0,13.7,0,13.7,32.91457286,13.7,0,13.7,0,13.7,0,13.7,0,13.7,100,13.7,26.84213051,13.7,1.696232034
13.9,9.274529217,13.9,45.91530631,13.9,47.33651727,13.9,100,13.9,100,13.9,0,13.9,0,13.9,29.39698492,13.9,0,13.9,0,13.9,0,13.9,0,13.9,100,13.9,26.42918034,13.9,1.514955328
14.1,9.19518779,14.1,45.63887803,14.1,46.99669361,14.1,100,14.1,100,14.1,0,14.1,0,14.1,25.37688442,14.1,0,14.1,0,14.1,0,14.1,0,14.1,100,14.1,26.06752603,14.1,1.30778195
14.3,9.115989644,14.3,45.3572732,14.3,46.5191036,14.3,100,14.3,100,14.3,0,14.3,0,14.3,22.61306533,14.3,0,14.3,0,14.3,0,14.3,0,14.3,100,14.3,25.70328847,14.3,1.165350252
14.5,9.042415246,14.5,45.08032726,14.5,45.93130051,14.5,100,14.5,100,14.5,0,14.5,0,14.5,20.35175879,14.5,0,14.5,0,14.5,0,14.5,0,14.5,100,14.5,25.35159811,14.5,1.048815227
14.7,8.969413969,14.7,44.81761687,14.7,45.42615724,14.7,100,14.7,100,14.7,0,14.7,0,14.7,17.33668342,14.7,0,14.7,0,14.7,0,14.7,0,14.7,100,14.7,25.01651432,14.7,0.893435194
14.9,8.90096184,14.9,44.56784787,14.9,44.9761205,14.9,100,14.9,100,14.9,0,14.9,0,14.9,15.32663317,14.9,0,14.9,0,14.9,0,14.9,0,14.9,100,14.9,24.69914421,14.9,0.789848504
15.1,8.832796271,15.1,44.32454957,15.1,44.38831741,15.1,100,15.1,100,15.1,0,15.1,0,15.1,13.81909548,15.1,0,15.1,0,15.1,0,15.1,0,15.1,100,15.1,24.39173804,15.1,0.712158488
15.3,8.766959006,15.3,44.07762769,15.3,43.72703894,15.3,100,15.3,100,15.3,0,15.3,0,15.3,12.31155779,15.3,0,15.3,0,15.3,0,15.3,0,15.3,100,15.3,24.07842732,15.3,0.634468471
15.5,8.701372481,15.5,43.83640001,15.5,43.08412932,15.5,100,15.5,100,15.5,0,15.5,0,15.5,10.30150754,15.5,0,15.5,0,15.5,0,15.5,0,15.5,100,15.5,23.77729475,15.5,0.530881782
15.7,8.636717278,15.7,43.60086656,15.7,42.26671565,15.7,100,15.7,100,15.7,0,15.7,0,15.7,9.296482412,15.7,0,15.7,0,15.7,0,15.7,0,15.7,100,15.7,23.48612613,15.7,0.479088437
15.9,8.574462018,15.9,43.3635213,15.9,41.60543718,15.9,100,15.9,100,15.9,0,15.9,0,15.9,8.291457286,15.9,0,15.9,0,15.9,0,15.9,0,15.9,100,15.9,23.19532654,15.9,0.427295093
16.1,8.514176862,16.1,43.13859979,16.1,40.89823659,16.1,100,16.1,100,16.1,0,16.1,0,16.1,7.788944724,16.1,0,16.1,0,16.1,0,16.1,0,16.1,100,16.1,22.92519291,16.1,0.40139842
16.3,8.452351443,16.3,42.90901938,16.3,40.20022043,16.3,100,16.3,100,16.3,0,16.3,0,16.3,6.532663317,16.3,0,16.3,0,16.3,0,16.3,0,16.3,100,16.3,22.64915473,16.3,0.33665674
16.5,8.39367819,16.5,42.68487435,16.5,39.57567965,16.5,100,16.5,100,16.5,0,16.5,0,16.5,5.778894472,16.5,0,16.5,0,16.5,0,16.5,0,16.5,100,16.5,22.37828303,16.5,0.297811731
16.7,8.334145255,16.7,42.45710573,16.7,39.01542983,16.7,100,16.7,100,16.7,0,16.7,0,16.7,5.025125628,16.7,0,16.7,0,16.7,0,16.7,0,16.7,100,16.7,22.10593519,16.7,0.258966723
16.9,8.276045122,16.9,42.24564328,16.9,38.4092579,16.9,100,16.9,100,16.9,0,16.9,0,16.9,4.271356784,16.9,0,16.9,0,16.9,0,16.9,0,16.9,100,16.9,21.8446584,16.9,0.220121714
17.1,8.219341971,17.1,42.04815753,17.1,37.87656135,17.1,100,17.1,100,17.1,0,17.1,0,17.1,4.271356784,17.1,0,17.1,0,17.1,0,17.1,0,17.1,100,17.1,21.59592881,17.1,0.220121714
17.3,8.163462682,17.3,41.85429538,17.3,37.30712711,17.3,100,17.3,100,17.3,0,17.3,0,17.3,3.768844221,17.3,0,17.3,0,17.3,0,17.3,0,17.3,100,17.3,21.34166368,17.3,0.194225042
17.5,8.104037207,17.5,41.65085659,17.5,36.7468773,17.5,100,17.5,100,17.5,0,17.5,0,17.5,3.51758794,17.5,0,17.5,0,17.5,0,17.5,0,17.5,100,17.5,21.07854172,17.5,0.181276706
17.7,8.048551938,17.7,41.46450045,17.7,36.21418075,17.7,100,17.7,100,17.7,0,17.7,0,17.7,2.763819095,17.7,0,17.7,0,17.7,0,17.7,0,17.7,100,17.7,20.83645475,17.7,0.142431698
17.9,7.990308525,17.9,41.25924986,17.9,35.72740632,17.9,100,17.9,100,17.9,0,17.9,0,17.9,2.261306533,17.9,0,17.9,0,17.9,0,17.9,0,17.9,100,17.9,20.57370183,17.9,0.116535025
